Source,Section,Title,Year,Venue,DOI,Citations,URL
CrossRef,S4_DynamicGraph,Ladgsl: A Link-Aware Attention Mechanism-Based Dual Graph Neural Network for Synthetic Lethality Prediction,2025,,10.2139/ssrn.5294392,,https://doi.org/10.2139/ssrn.5294392
CrossRef,S4_DynamicGraph,Relation-Aware Pseudo-Labeling for Link Prediction with Graph Neural Networks,2023,,10.2139/ssrn.4666771,,https://doi.org/10.2139/ssrn.4666771
CrossRef,S4_DynamicGraph,Link-level Blocking Prediction for Dynamic Network Slicing using Graph Neural Networks,2025,2025 34th International Conference on Computer Communications and Networks (ICCCN),10.1109/icccn65249.2025.11133986,,https://doi.org/10.1109/icccn65249.2025.11133986
CrossRef,S4_DynamicGraph,Evaluating and improving explanation quality of graph neural network link prediction on knowledge graphs,2026,,10.70675/97146c55z0728z4e96zb15ez784cb0776cd0,,https://doi.org/10.70675/97146c55z0728z4e96zb15ez784cb0776cd0
CrossRef,S4_DynamicGraph,DGInet: Dynamic graph and interaction-aware convolutional network for vehicle trajectory prediction,2022,Neural Networks,10.1016/j.neunet.2022.03.038,,https://doi.org/10.1016/j.neunet.2022.03.038
CrossRef,S4_DynamicGraph,PA-RNTrGNN: Proximity-Aware Road Network-Enhanced Trajectory Graph Neural Network for Traffic Flow Prediction,2025,,10.2139/ssrn.5433212,,https://doi.org/10.2139/ssrn.5433212
CrossRef,S4_DynamicGraph,TH-SLP: Web Service Link Prediction Based on Topic-aware Heterogeneous Graph Neural Network,2023,2023 IEEE International Conference on Web Services (ICWS),10.1109/icws60048.2023.00065,,https://doi.org/10.1109/icws60048.2023.00065
CrossRef,S4_DynamicGraph,A Multi-Layer Transportation Network Link Prediction Algorithm Based on Graph Convolutional Neural Network,2024,,10.2139/ssrn.4984554,,https://doi.org/10.2139/ssrn.4984554
CrossRef,S4_DynamicGraph,Mechanism-Aware Graph Neural Network for Organ-Specific Drug Toxicity Prediction with Explainable Molecular and Pathway Attribution.,2025,,10.26434/chemrxiv-2025-4fdsb,,https://doi.org/10.26434/chemrxiv-2025-4fdsb
CrossRef,S4_DynamicGraph,Graph Neural Network-Based Link Prediction for Highly Imbalanced Network Data,2024,Volume 3B: 50th Design Automation Conference (DAC),10.1115/detc2024-143786,,https://doi.org/10.1115/detc2024-143786
CrossRef,S4_DynamicGraph,Aagnn: Adaptive Airport-Aware Graph Neural Network for Flight Sequence Prediction,2023,,10.2139/ssrn.4380259,,https://doi.org/10.2139/ssrn.4380259
CrossRef,S4_DynamicGraph,DyDoGNN: A Dynamic Graph Neural Network with Dowker Persistent Homology for Link Prediction,2025,"2025 4th International Conference on Artificial Intelligence, Internet and Digital Economy (ICAID)",10.1109/icaid65275.2025.11034423,,https://doi.org/10.1109/icaid65275.2025.11034423
CrossRef,S4_DynamicGraph,Travel time prediction with graph neural network: a case study in Bangkok Thailand,2023,,10.58837/chula.the.2021.108,,https://doi.org/10.58837/chula.the.2021.108
CrossRef,S4_DynamicGraph,Public Opinion Propagation Prediction Model Based on Dynamic Time-Weighted Rényi Entropy and Graph Neural Network,2025,,10.20944/preprints202503.1100.v1,,https://doi.org/10.20944/preprints202503.1100.v1
CrossRef,S4_DynamicGraph,TriAdapt-DGNN: Triple adaptive dynamic graph neural network for temporal link prediction,2026,Neurocomputing,10.1016/j.neucom.2026.133720,,https://doi.org/10.1016/j.neucom.2026.133720
CrossRef,S4_DynamicGraph,Threshold-attention graph neural network for dynamic link prediction,2026,Physica A: Statistical Mechanics and its Applications,10.1016/j.physa.2026.131699,,https://doi.org/10.1016/j.physa.2026.131699
CrossRef,S4_DynamicGraph,AlloPool: An Adaptive Graph Neural Network for Dynamic Allosteric Network Prediction in Protein Systems,2024,,10.1101/2024.11.01.621466,,https://doi.org/10.1101/2024.11.01.621466
CrossRef,S4_DynamicGraph,Using Time-Aware Graph Neural Networks to Predict Temporal Centralities in Dynamic Graphs,2025,Advances in Neural Information Processing Systems 37,10.52202/079017-0949,,https://doi.org/10.52202/079017-0949
CrossRef,S4_DynamicGraph,Graph Neural Networks: Link Prediction,2022,"Graph Neural Networks: Foundations, Frontiers, and Applications",10.1007/978-981-16-6054-2_10,,https://doi.org/10.1007/978-981-16-6054-2_10
CrossRef,S4_DynamicGraph,From semantic-aware to semantic-enhanced knowledge graph embedding models for link prediction,2026,,10.70675/deffaec5z9178z4a1dzaccez45eda2f2f028,,https://doi.org/10.70675/deffaec5z9178z4a1dzaccez45eda2f2f028
CrossRef,S4_DynamicGraph,TGN-RiBC: A Betweenness-Aware Temporal Graph Neural Network for Power Grid Risk Prediction under Dynamic Unit Commitment,2025,IECON 2025 – 51st Annual Conference of the IEEE Industrial Electronics Society,10.1109/iecon58223.2025.11221089,,https://doi.org/10.1109/iecon58223.2025.11221089
CrossRef,S4_DynamicGraph,Temporal group-aware graph diffusion networks for dynamic link prediction,2023,Information Processing &amp; Management,10.1016/j.ipm.2023.103292,,https://doi.org/10.1016/j.ipm.2023.103292
CrossRef,S4_DynamicGraph,Link prediction in dynamic networks using time-aware network embedding and time series forecasting,2020,Journal of Ambient Intelligence and Humanized Computing,10.1007/s12652-020-02289-0,,https://doi.org/10.1007/s12652-020-02289-0
CrossRef,S4_DynamicGraph,Modularity-aware graph autoencoders for joint community detection and link prediction,2022,Neural Networks,10.1016/j.neunet.2022.06.021,,https://doi.org/10.1016/j.neunet.2022.06.021
